gene location;strand;Ensembl ID;Gene Symbol;sum direct regulation score (-16..0..16);sum direct target (0..16);Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 iRegulon Nutlin-3a MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 Nutlin-3a iRegulon MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;p53 ChIP 25kb sum (0..15);p53 ChIP 5kb sum (0..15);p53 ChIP 2.5kb sum (0..15);p53 Expression Score (-20..0..20)
chr17:42269172-42275529;-;ENSG00000087152;ATXN7L3;0;2;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;down;---;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-1;0;8;8;0;-4
chr7:97920961-98030427;-;ENSG00000006453;BAIAP2L1;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;6;6;6;2
chr4:79697531-79833341;+;ENSG00000138756;BMP2K;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;3;1;1;2
chr10:133781203-133795435;-;ENSG00000176171;BNIP3;0;2;down;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-3
chr7:81579417-82073031;-;ENSG00000153956;CACNA2D1;0;2;---;---;---;down;---;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;-1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-3
chr10:5540657-5541533;-;ENSG00000178372;CALML5;0;2;---;---;---;---;---;---;---;---;---;up;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;-1;0;0;0;0;0;3;3;1;3
chr2:113495443-113522254;-;ENSG00000169607;CKAP2L;0;2;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;down;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;2;0;0;-17
chr10:101802064-101841642;-;ENSG00000120054;CPN1;0;2;---;down;---;---;---;---;---;---;up;---;---;---;---;---;---;---;---;0;-1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-1
chr2:172290760-172341562;+;ENSG00000115827;DCAF17;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;12;12;3;3
chr17:43100705-43128978;-;ENSG00000172992;DCAKD;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;up;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;1;0;0;0;10;10;4;2
chr5:112312406-112357892;+;ENSG00000172795;DCP2;0;2;---;---;---;---;up;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;-1;0;0;0;0;0;0;3;3;0;-2
chr1:85784167-85930889;-;ENSG00000153904;DDAH1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;7;5;4;-1
chr13:42622842-42803891;+;ENSG00000102780;DGKH;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;4;2;2;3
chr13:52344919-52378293;-;ENSG00000102796;DHRS12;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;2;0;0;1
chr1:28526789-28559542;-;ENSG00000126698;DNAJC8;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;9;0;0;3
chr2:56093096-56151298;-;ENSG00000115380;EFEMP1;0;2;---;---;---;---;---;up;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;1;0;0;0;0;-1;0;0;0;0;0;0;7;1;1;-1
chr15:40226346-40327797;+;ENSG00000128829;EIF2AK4;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;0;0;0;7
chr11:94822973-94865815;+;ENSG00000149218;ENDOD1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;13;0;0;9
chr3:69024367-69062774;-;ENSG00000163378;EOGT;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;1;1;4
chr7:148504463-148581441;-;ENSG00000106462;EZH2;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;4;0;0;-12
chr9:130267617-130331355;-;ENSG00000136830;FAM129B;0;2;---;---;---;---;up;---;---;---;---;---;---;---;---;---;---;down;---;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-1;0;8;7;3;1
chr3:122103022-122128961;+;ENSG00000114023;FAM162A;0;2;---;---;up;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;1;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;12;1;1;5
chr8:356807-419875;+;ENSG00000147364;FBXO25;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;4;0;0;8
chr2:153191750-153506348;+;ENSG00000157827;FMNL2;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;-2
chr3:167727653-167813417;-;ENSG00000173905;GOLIM4;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;8;8;8;2
chr5:125695787-125829853;+;ENSG00000155324;GRAMD3;0;2;---;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;3;1;1;10
chr16:202853-204504;+;ENSG00000130656;HBZ;0;2;---;---;---;---;---;---;---;---;---;---;up;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;2;0;0;0
chr17:65066553-65241319;-;ENSG00000198265;HELZ;0;2;---;---;---;---;up;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;-1;0;0;0;0;0;0;7;7;7;4
chr2:191069359-191184771;-;ENSG00000198130;HIBCH;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;5;1;1;2
chr6:55299170-55444012;-;ENSG00000146151;HMGCLL1;0;2;up;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
chr2:8822112-8824583;+;ENSG00000115738;ID2;0;2;down;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;4
chr1:158979681-159024945;+;ENSG00000163565;IFI16;0;2;up;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;3
chr15:99192760-99507759;+;ENSG00000140443;IGF1R;0;2;down;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;7
chr3:53880576-53899827;+;ENSG00000056736;IL17RB;0;2;---;---;---;---;---;down;up;---;---;---;---;---;---;---;---;---;---;0;0;0;0;0;-1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;-2
chr3:190231839-190374986;+;ENSG00000196083;IL1RAP;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;4;1;1;5
chr4:142949181-143767604;-;ENSG00000109452;INPP4B;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;-2
chr1:38326368-38412729;-;ENSG00000204084;INPP5B;0;2;---;---;---;---;---;---;---;---;---;---;---;---;up;---;---;down;---;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-1;0;13;13;13;-4
chr18:60994970-61034506;-;ENSG00000119537;KDSR;0;2;---;---;---;---;down;---;---;up;---;---;---;---;---;---;---;---;---;0;0;0;0;-1;0;0;1;0;0;0;0;0;0;0;0;0;11;2;2;7
chr2:88326724-88355248;-;ENSG00000172086;KRCC1;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;5;0;0;0
chr11:27387507-27494334;-;ENSG00000205213;LGR4;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;0;0;2
chr3:185225569-185270369;-;ENSG00000163898;LIPH;0;2;---;---;---;---;---;---;---;---;---;up;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;-1;0;0;0;0;0;1;0;0;5
chr13:76210458-76434006;+;ENSG00000136153;LMO7;0;2;---;---;---;---;---;---;---;---;---;up;---;---;---;---;---;down;---;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-1;0;1;0;0;-1
chr5:96294155-96365115;+;ENSG00000113441;LNPEP;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;up;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1;6;6;6;6
chr1:85279085-85358896;-;ENSG00000171517;LPAR3;0;2;---;---;---;---;---;---;---;up;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;-1;0;0;0;0;0;0;0;0;0;-1
chr11:63766029-63933585;-;ENSG00000133315;MACROD1;0;2;---;---;---;---;---;---;---;up;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;-1;0;0;0;0;0;0;7;3;3;2
chr2:210444402-210598834;+;ENSG00000078018;MAP2;0;2;---;---;---;---;---;---;---;---;---;up;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;1;0;0;0
chr22:50702141-50708779;-;ENSG00000185386;MAPK11;0;2;---;---;---;---;---;---;---;up;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;6;1;1;9
chr13:97874573-98046374;+;ENSG00000139793;MBNL2;0;2;---;---;---;---;---;---;---;---;---;up;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;1;1;1;7
chr6:30667583-30685458;-;ENSG00000231135;MDC1;0;2;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;down;---;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-1;0;1;1;0;-15
chr11:118124130-118135251;-;ENSG00000149573;MPZL2;0;2;up;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;2;2;2;5
chr8:121408082-121457647;-;ENSG00000172172;MRPL13;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;up;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1;0;0;10;3;3;-1
chr5:16662015-16936385;-;ENSG00000145555;MYO10;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;0;0;-3
chr2:192110106-192290115;+;ENSG00000128641;MYO1B;0;2;---;---;---;---;---;---;---;---;---;up;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;3;2;2;-2
chr15:52599479-52821247;-;ENSG00000197535;MYO5A;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;3;3;3;8
chr2:191513847-191557492;+;ENSG00000138386;NAB1;0;2;---;up;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;0;-1
chr2:203879601-204082717;+;ENSG00000144426;NBEAL1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;1;1;1
chr17:15933407-16118874;-;ENSG00000141027;NCOR1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;4;4;3;1
chr1:61547533-61928460;+;ENSG00000162599;NFIA;0;2;---;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;1;1;1;-5
chr2:69623244-69664760;-;ENSG00000169599;NFU1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;1;1;1;2
chr5:176560832-176727214;+;ENSG00000165671;NSD1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;3;3;3;7
chr6:116421998-116566853;+;ENSG00000178425;NT5DC1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;3;0;0;3
chr12:96051582-96184536;-;ENSG00000074527;NTN4;0;2;---;---;---;---;---;---;---;---;---;up;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;-1;0;0;0;0;0;0;3;2;2;12
chr12:113344738-113357712;+;ENSG00000089127;OAS1;0;2;---;---;---;---;---;---;---;up;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;0;-1;0;0;0;0;0;0;0;0;-1
chr2:148687965-148779173;-;ENSG00000115947;ORC4;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;4;4;4;1
chr1:36883506-36916086;-;ENSG00000116885;OSCP1;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;2;0;0;7
chr8:107460151-107764921;+;ENSG00000164830;OXR1;0;2;---;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;6;5;5;-3
chr11:47199072-47208010;-;ENSG00000165912;PACSIN3;0;2;---;---;---;---;down;---;---;---;---;---;---;---;---;---;---;up;---;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;0;5;2;1;-1
chr4:157682762-157892546;-;ENSG00000145431;PDGFC;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;1;0;0
chr4:95373037-95589377;+;ENSG00000163110;PDLIM5;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;0;0;1
chr20:43160435-43247678;+;ENSG00000168734;PKIG;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;5;0;0;-2
chr20:8113295-8865547;+;ENSG00000182621;PLCB1;0;2;---;---;down;---;---;---;---;---;---;---;---;---;up;---;---;---;---;0;0;-1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;-4
chr6:150464187-150571528;+;ENSG00000198729;PPP1R14C;0;2;---;---;---;---;---;---;---;up;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;-1;0;0;0;0;0;0;3;1;0;5
chr7:151253200-151574316;-;ENSG00000106617;PRKAG2;0;2;---;up;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;6;2;2;3
chr14:61788514-62017698;+;ENSG00000027075;PRKCH;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;1;1;3
chr1:186640943-186649559;-;ENSG00000073756;PTGS2;0;2;down;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
chr9:112137973-112260593;-;ENSG00000070159;PTPN3;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;4;3;3;2
chr16:31212806-31214097;-;ENSG00000103490;PYCARD;0;2;up;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;1;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;0;0;3
chr1:174128551-174927327;+;ENSG00000152061;RABGAP1L;0;2;---;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;4;1;1;-4
chr13:42031541-42045013;+;ENSG00000102760;RGCC;0;2;down;---;---;---;---;---;---;---;---;---;---;---;up;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;-2
chr15:60780482-60919729;-;ENSG00000069667;RORA;0;2;---;---;---;up;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;1;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;1;1;0
chr6:166822853-167275771;-;ENSG00000071242;RPS6KA2;0;2;---;---;---;---;---;---;---;---;---;up;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;-1;0;0;0;0;0;1;0;0;-1
chr22:30792929-30821291;+;ENSG00000100003;SEC14L2;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;0;0;0;8
chr1:38422651-38455761;-;ENSG00000183431;SF3A3;0;2;---;---;---;---;up;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;-1;0;0;0;0;0;0;6;6;6;-1
chr6:134308718-134373789;-;ENSG00000146411;SLC2A12;0;2;---;---;---;---;---;---;down;---;---;---;---;---;---;up;---;---;---;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;0;0;0;11;5;0;7
chr1:48761043-48937876;-;ENSG00000132122;SPATA6;0;2;---;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;1;0;0;2
chr17:19912648-20218072;+;ENSG00000128487;SPECC1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;13;2;2;5
chr5:110834021-110848157;-;ENSG00000164211;STARD4;0;2;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;up;---;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15;1;1;6
chr2:159825145-160089170;+;ENSG00000115183;TANC1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;up;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1;8;8;8;8
chr15:39873279-39889668;+;ENSG00000137801;THBS1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;6;2;2;-5
chr3:53258722-53290130;-;ENSG00000163931;TKT;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;15;2;2;0
chr7:112405786-112430478;-;ENSG00000146802;TMEM168;0;2;---;---;---;---;up;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;-1;0;0;0;0;0;0;5;1;1;1
chr6:75962637-75994632;-;ENSG00000112697;TMEM30A;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;up;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;1;0;0;0;15;1;1;6
chr11:129685740-129729898;+;ENSG00000151715;TMEM45B;0;2;---;---;---;---;---;---;---;---;---;up;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;1;0;-1;0;0;0;0;0;2;0;0;3
chr8:91634222-91658133;-;ENSG00000180694;TMEM64;0;2;---;---;---;---;down;---;---;---;---;---;---;---;---;---;---;---;up;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;1;8;8;8;8
chr7:65670258-65825438;+;ENSG00000169902;TPST1;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;0;0;0;-3
chr10:82214037-82282391;+;ENSG00000108219;TSPAN14;0;2;---;---;---;---;up;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;1;0;0;0;0;0;-1;0;0;0;0;0;0;14;0;0;6
chr12:125396191-125399587;-;ENSG00000150991;UBC;0;2;---;---;down;---;---;---;---;---;---;---;---;---;---;up;---;---;---;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;15;8;8;-1
chr2:170684017-170940639;+;ENSG00000144357;UBR3;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;2;2;0;4
chr13:42140960-42535221;-;ENSG00000102763;VWA8;0;2;---;up;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;2;2;-4
chr2:29117532-29171080;+;ENSG00000163811;WDR43;0;2;---;---;---;---;---;---;---;---;---;---;down;---;---;---;up;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;1;0;0;14;14;14;-1
chr18:54318615-54697036;+;ENSG00000091157;WDR7;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;1;1;1
chr9:14555480-14693480;-;ENSG00000175893;ZDHHC21;0;2;---;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;0;0;-1
chr6:37787306-38122399;+;ENSG00000156639;ZFAND3;0;2;---;---;---;---;---;---;---;---;---;---;down;up;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;1;0;0;0;0;0;3;1;1;-5
chr18:56530060-56653709;+;ENSG00000074657;ZNF532;0;2;---;---;---;---;---;---;---;---;---;---;down;---;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;1;0;0;0;0;1;1;0;0
chr7:87133178-87342639;-;ENSG00000085563;ABCB1;0;1;up/down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;x;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3
chr10:75910942-76469061;+;ENSG00000156110;ADK;-1;3;---;---;---;down;---;---;---;---;---;---;down;---;---;---;---;up;---;0;0;0;-1;0;0;0;0;0;0;-1;0;0;0;0;1;0;5;3;3;2
chr18:57098170-57364644;-;ENSG00000183287;CCBE1;-1;3;---;---;---;down;---;---;---;---;---;---;---;---;up;---;---;down;---;0;0;0;-1;0;0;0;0;0;0;0;0;1;0;0;-1;0;6;5;2;-9
chr2:109403218-109492847;+;ENSG00000163006;CCDC138;-1;3;---;---;---;---;---;---;---;---;---;---;down;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;-1;1;0;0;0;0;1;1;1;-13
chr3:122078435-122102074;-;ENSG00000160124;CCDC58;-1;3;---;---;---;---;---;---;---;---;---;---;down;down;---;---;up;---;---;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;1;0;0;12;1;1;-5
chr9:123850573-123939886;+;ENSG00000119397;CNTRL;-1;3;---;---;---;---;---;---;---;---;---;---;down;down;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;1;0;2;0;0;-12
chr12:69244955-69326979;-;ENSG00000135678;CPM;-1;3;---;---;---;---;---;---;---;---;---;---;down;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;-1;1;0;0;0;0;1;1;1;-1
chr6:132269316-132272518;-;ENSG00000118523;CTGF;-1;3;---;---;---;---;---;up;---;down;---;---;---;---;---;---;---;down;---;0;0;0;0;0;1;0;-1;0;0;0;0;0;0;0;-1;0;1;1;1;6
chr1:197473878-197744623;-;ENSG00000213047;DENND1B;-1;3;---;---;---;---;---;---;---;---;---;---;down;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;-1;1;0;0;0;0;2;0;0;-2
chr3:57611180-57678816;-;ENSG00000174839;DENND6A;-1;3;---;---;---;---;---;---;---;---;---;---;down;down;up;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;-1;1;0;0;0;0;0;0;0;-1
chr13:43462121-43566377;-;ENSG00000133106;EPSTI1;-1;3;---;---;---;---;---;---;---;down;---;---;down;---;---;---;---;up;---;0;0;0;0;0;0;0;-1;0;0;-1;0;0;0;0;1;0;12;0;0;1
chr4:187508936-187644987;-;ENSG00000083857;FAT1;-1;3;---;down;---;---;---;---;---;---;---;---;down;---;---;---;---;up;---;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;0;12;3;0;3
chr8:145137523-145141119;+;ENSG00000197858;GPAA1;-1;3;---;---;---;---;---;---;---;---;---;---;down;down;---;---;up;---;---;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;1;0;0;7;3;0;2
chr6:27860476-27860963;-;ENSG00000278677;HIST1H2AM;-1;3;---;---;---;---;---;---;---;---;---;---;down;down;---;---;---;up;---;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;1;0;6;1;0;-4
chr2:99410308-99552684;-;ENSG00000196872;KIAA1211L;-1;3;---;---;---;---;---;---;---;up;---;---;down;down;---;---;---;---;---;0;0;0;0;0;0;0;1;0;0;-1;-1;0;0;0;0;0;2;0;0;4
